Invoice ID,Branch,City,Customer Type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Payment,Rating
INV-00238,C,Mandalay,Member,Male,Fashion accessories,27.52,9,12.38,260.06,2022-06-22,Ewallet,9.7
INV-00239,C,Mandalay,Normal,Female,Electronic accessories,43.1,8,17.24,362.04,2023-04-25,Credit card,8.7
INV-00240,A,Mandalay,Normal,Male,Home and lifestyle,47.27,8,18.91,397.07,2022-10-17,Cash,7.7
INV-00241,A,Mandalay,Normal,Male,Fashion accessories,84.48,6,25.34,532.22,2022-02-14,Credit card,9.1
INV-00242,C,Naypyitaw,Member,Female,Food and beverages,76.03,7,26.61,558.82,2022-03-02,Cash,8.0
INV-00243,B,Yangon,Member,Male,Health and beauty,79.24,6,23.77,499.21,2022-03-24,Credit card,6.4
INV-00244,A,Yangon,Member,Female,Home and lifestyle,10.99,9,4.95,103.86,2022-05-03,Credit card,9.3
INV-00245,C,Naypyitaw,Normal,Male,Home and lifestyle,47.45,3,7.12,149.47,2022-12-24,Cash,5.3
INV-00246,C,Yangon,Normal,Female,Sports and travel,53.32,3,8.0,167.96,2022-01-16,Ewallet,8.3
INV-00247,C,Mandalay,Member,Female,Electronic accessories,11.73,3,1.76,36.95,2022-03-07,Credit card,9.3
INV-00248,B,Yangon,Normal,Female,Home and lifestyle,33.38,3,5.01,105.15,2023-02-28,Ewallet,8.4
INV-00249,C,Mandalay,Normal,Female,Home and lifestyle,78.43,9,35.29,741.16,2022-05-25,Ewallet,8.2
INV-00250,C,Naypyitaw,Normal,Male,Food and beverages,22.34,4,4.47,93.83,2023-01-10,Cash,8.5
INV-00251,C,Yangon,Normal,Male,Food and beverages,58.18,7,20.36,427.62,2022-06-11,Cash,6.8
INV-00252,C,Naypyitaw,Normal,Female,Fashion accessories,29.37,9,13.22,277.55,2022-08-22,Cash,9.2
INV-00253,A,Yangon,Member,Female,Health and beauty,11.09,7,3.88,81.51,2023-01-15,Credit card,5.2
INV-00254,A,Mandalay,Normal,Female,Sports and travel,31.71,9,14.27,299.66,2022-05-24,Cash,4.8
INV-00255,C,Naypyitaw,Member,Male,Health and beauty,97.83,3,14.67,308.16,2022-12-24,Cash,5.7
INV-00256,B,Yangon,Normal,Male,Fashion accessories,82.14,4,16.43,344.99,2022-07-07,Credit card,7.2
INV-00257,A,Mandalay,Member,Male,Food and beverages,96.36,8,38.54,809.42,2022-11-18,Credit card,7.1
INV-00258,C,Naypyitaw,Normal,Male,Electronic accessories,53.91,6,16.17,339.63,2023-03-26,Cash,8.9
INV-00259,A,Naypyitaw,Member,Female,Food and beverages,19.88,5,4.97,104.37,2023-04-19,Cash,6.4
INV-00260,A,Yangon,Normal,Female,Sports and travel,59.32,4,11.86,249.14,2022-01-13,Cash,6.9
INV-00261,B,Yangon,Member,Female,Food and beverages,50.89,8,20.36,427.48,2022-07-03,Cash,4.1
INV-00262,C,Yangon,Normal,Male,Sports and travel,85.99,1,4.3,90.29,2022-04-21,Ewallet,6.5
INV-00263,C,Mandalay,Member,Male,Sports and travel,18.83,9,8.47,177.94,2023-02-19,Ewallet,7.9
INV-00264,B,Yangon,Normal,Male,Sports and travel,53.94,1,2.7,56.64,2022-10-17,Cash,4.1
INV-00265,B,Naypyitaw,Member,Female,Fashion accessories,23.5,8,9.4,197.4,2022-10-22,Ewallet,5.7
INV-00266,C,Naypyitaw,Member,Female,Sports and travel,39.22,4,7.84,164.72,2023-03-27,Credit card,5.2
INV-00267,C,Yangon,Normal,Male,Sports and travel,76.36,9,34.36,721.6,2023-01-27,Ewallet,4.3
INV-00268,B,Yangon,Normal,Female,Electronic accessories,52.84,5,13.21,277.41,2022-08-03,Ewallet,6.9
INV-00269,A,Naypyitaw,Member,Male,Health and beauty,43.83,3,6.57,138.06,2023-04-07,Cash,5.1
INV-00270,A,Mandalay,Normal,Male,Home and lifestyle,45.5,9,20.47,429.98,2022-04-30,Ewallet,8.5
INV-00271,B,Yangon,Member,Female,Health and beauty,51.35,9,23.11,485.26,2023-01-17,Ewallet,9.1
INV-00272,A,Yangon,Member,Male,Sports and travel,80.65,4,16.13,338.73,2022-02-24,Ewallet,7.3
INV-00273,B,Naypyitaw,Member,Female,Electronic accessories,90.29,4,18.06,379.22,2022-01-27,Ewallet,9.9
INV-00274,A,Yangon,Normal,Male,Food and beverages,95.98,8,38.39,806.23,2022-04-28,Credit card,6.7
INV-00275,A,Mandalay,Member,Female,Electronic accessories,80.82,2,8.08,169.72,2022-08-09,Cash,7.1
INV-00276,C,Naypyitaw,Member,Female,Sports and travel,38.39,9,17.28,362.79,2022-08-19,Cash,9.9
INV-00277,C,Yangon,Normal,Female,Electronic accessories,71.93,6,21.58,453.16,2022-02-22,Credit card,5.4
INV-00278,A,Naypyitaw,Normal,Male,Electronic accessories,49.38,9,22.22,466.64,2022-10-22,Ewallet,9.7
INV-00279,A,Yangon,Normal,Male,Sports and travel,32.92,8,13.17,276.53,2022-11-17,Credit card,4.3
INV-00280,C,Yangon,Normal,Female,Fashion accessories,85.68,7,29.99,629.75,2023-02-05,Ewallet,6.7
INV-00281,C,Yangon,Member,Female,Electronic accessories,13.46,1,0.67,14.13,2022-08-21,Credit card,4.4
INV-00282,C,Mandalay,Member,Male,Home and lifestyle,91.16,3,13.67,287.15,2022-06-07,Cash,8.4
INV-00283,B,Mandalay,Member,Male,Home and lifestyle,51.53,2,5.15,108.21,2023-03-13,Cash,7.7
INV-00284,A,Naypyitaw,Member,Male,Electronic accessories,67.35,5,16.84,353.59,2022-09-26,Cash,8.2
INV-00285,C,Yangon,Normal,Female,Fashion accessories,69.34,5,17.34,364.04,2022-01-21,Ewallet,6.2
INV-00286,A,Yangon,Member,Male,Food and beverages,90.56,5,22.64,475.44,2023-02-07,Ewallet,6.2
INV-00287,B,Mandalay,Member,Male,Sports and travel,67.3,4,13.46,282.66,2022-02-22,Credit card,4.3
INV-00288,B,Yangon,Normal,Female,Home and lifestyle,65.25,5,16.31,342.56,2022-10-02,Credit card,6.1
INV-00289,C,Mandalay,Member,Male,Food and beverages,16.0,3,2.4,50.4,2022-11-09,Cash,9.6
INV-00290,B,Yangon,Member,Male,Electronic accessories,56.66,1,2.83,59.49,2022-10-08,Ewallet,6.3
INV-00291,A,Naypyitaw,Member,Male,Food and beverages,23.52,5,5.88,123.48,2022-08-02,Credit card,9.0
INV-00292,C,Yangon,Member,Female,Health and beauty,76.37,9,34.37,721.7,2022-01-31,Ewallet,9.1
INV-00293,A,Yangon,Member,Female,Home and lifestyle,56.1,9,25.24,530.15,2022-12-03,Ewallet,6.2
INV-00294,A,Mandalay,Member,Female,Electronic accessories,71.22,4,14.24,299.12,2022-07-02,Cash,7.8
INV-00295,B,Yangon,Normal,Female,Sports and travel,13.75,3,2.06,43.31,2022-01-23,Cash,4.6
INV-00296,B,Yangon,Normal,Female,Fashion accessories,17.63,1,0.88,18.51,2022-02-01,Ewallet,4.6
INV-00297,B,Mandalay,Member,Female,Electronic accessories,74.47,2,7.45,156.39,2023-03-22,Ewallet,4.3
INV-00298,B,Naypyitaw,Member,Female,Sports and travel,16.49,8,6.6,138.52,2022-03-15,Ewallet,7.5
INV-00299,B,Naypyitaw,Normal,Male,Fashion accessories,16.41,1,0.82,17.23,2022-01-10,Ewallet,6.6
INV-00300,C,Mandalay,Member,Male,Fashion accessories,11.09,8,4.44,93.16,2023-04-29,Cash,7.3
INV-00301,A,Mandalay,Member,Female,Electronic accessories,96.09,7,33.63,706.26,2023-04-01,Credit card,7.1
INV-00302,A,Mandalay,Member,Male,Food and beverages,76.38,8,30.55,641.59,2022-02-23,Cash,6.1
INV-00303,A,Mandalay,Normal,Male,Food and beverages,41.79,6,12.54,263.28,2022-02-21,Credit card,8.1
INV-00304,A,Mandalay,Member,Female,Fashion accessories,36.69,9,16.51,346.72,2022-05-28,Ewallet,8.6
INV-00305,B,Naypyitaw,Normal,Male,Food and beverages,41.47,3,6.22,130.63,2022-06-09,Credit card,4.1
INV-00306,A,Naypyitaw,Member,Male,Health and beauty,79.72,4,15.94,334.82,2023-01-05,Cash,5.2
INV-00307,C,Mandalay,Normal,Male,Fashion accessories,69.52,6,20.86,437.98,2022-01-14,Cash,8.3
INV-00308,C,Yangon,Normal,Male,Fashion accessories,26.67,8,10.67,224.03,2022-06-27,Ewallet,6.3
INV-00309,A,Mandalay,Member,Male,Sports and travel,25.67,5,6.42,134.77,2023-02-16,Cash,8.0
INV-00310,A,Yangon,Normal,Female,Food and beverages,18.86,3,2.83,59.41,2023-01-01,Ewallet,6.1
INV-00311,C,Mandalay,Member,Female,Fashion accessories,69.43,6,20.83,437.41,2023-05-15,Cash,6.3
INV-00312,C,Mandalay,Normal,Female,Health and beauty,78.79,4,15.76,330.92,2022-02-22,Cash,5.0
INV-00313,B,Naypyitaw,Member,Male,Sports and travel,33.85,9,15.23,319.88,2023-02-12,Ewallet,5.5
INV-00314,C,Yangon,Member,Female,Electronic accessories,11.89,3,1.78,37.45,2022-12-01,Credit card,7.6
INV-00315,B,Yangon,Normal,Male,Fashion accessories,17.4,4,3.48,73.08,2022-01-22,Cash,6.6
INV-00316,B,Naypyitaw,Member,Male,Health and beauty,97.11,7,33.99,713.76,2022-01-30,Credit card,8.6
INV-00317,B,Naypyitaw,Member,Male,Home and lifestyle,36.59,7,12.81,268.94,2022-07-10,Cash,9.1
INV-00318,B,Naypyitaw,Normal,Male,Health and beauty,79.23,4,15.85,332.77,2022-09-17,Cash,7.2
INV-00319,B,Naypyitaw,Member,Female,Health and beauty,66.22,6,19.87,417.19,2022-07-24,Cash,8.5
INV-00320,A,Yangon,Member,Female,Sports and travel,44.37,3,6.66,139.77,2022-02-28,Cash,5.8
INV-00321,C,Yangon,Normal,Male,Electronic accessories,28.51,6,8.55,179.61,2023-04-16,Credit card,6.5
INV-00322,B,Mandalay,Normal,Female,Home and lifestyle,20.92,2,2.09,43.93,2022-09-21,Credit card,8.3
INV-00323,C,Mandalay,Member,Male,Food and beverages,65.35,8,26.14,548.94,2023-04-11,Cash,6.3
INV-00324,C,Naypyitaw,Member,Female,Food and beverages,79.72,2,7.97,167.41,2022-01-12,Cash,7.5
INV-00325,B,Naypyitaw,Normal,Female,Health and beauty,67.95,7,23.78,499.43,2022-04-29,Credit card,5.1
INV-00326,A,Naypyitaw,Normal,Male,Sports and travel,57.73,9,25.98,545.55,2023-02-19,Ewallet,7.6
INV-00327,B,Mandalay,Member,Female,Sports and travel,13.78,1,0.69,14.47,2023-04-07,Ewallet,9.2
INV-00328,A,Mandalay,Normal,Male,Food and beverages,97.16,8,38.86,816.14,2022-10-17,Credit card,9.2
INV-00329,C,Mandalay,Member,Female,Home and lifestyle,81.88,7,28.66,601.82,2022-12-04,Cash,8.3
INV-00330,A,Mandalay,Member,Male,Electronic accessories,36.35,6,10.9,229.01,2022-09-05,Cash,8.5
INV-00331,A,Mandalay,Member,Male,Home and lifestyle,98.2,6,29.46,618.66,2022-12-20,Ewallet,7.3
INV-00332,A,Mandalay,Member,Female,Fashion accessories,64.17,6,19.25,404.27,2022-05-07,Ewallet,7.5
INV-00333,C,Mandalay,Member,Female,Fashion accessories,62.42,9,28.09,589.87,2022-03-16,Credit card,4.8
INV-00334,C,Naypyitaw,Normal,Male,Electronic accessories,77.33,2,7.73,162.39,2022-12-27,Ewallet,6.7
INV-00335,A,Naypyitaw,Normal,Female,Food and beverages,83.06,1,4.15,87.21,2022-07-23,Credit card,6.7
INV-00336,A,Naypyitaw,Normal,Female,Electronic accessories,69.08,6,20.72,435.2,2022-02-18,Ewallet,9.8
INV-00337,B,Naypyitaw,Normal,Male,Sports and travel,21.53,8,8.61,180.85,2022-03-20,Ewallet,6.6
INV-00338,A,Mandalay,Member,Male,Fashion accessories,40.44,3,6.07,127.39,2023-03-17,Ewallet,7.3
INV-00339,B,Yangon,Member,Female,Health and beauty,93.53,1,4.68,98.21,2023-04-24,Cash,7.2
INV-00340,A,Mandalay,Member,Male,Health and beauty,30.22,9,13.6,285.58,2022-08-29,Cash,7.8
INV-00341,B,Yangon,Member,Male,Food and beverages,43.5,1,2.18,45.68,2022-12-15,Cash,8.5
INV-00342,C,Naypyitaw,Normal,Male,Sports and travel,48.89,3,7.33,154.0,2022-06-03,Ewallet,5.4
INV-00343,A,Mandalay,Member,Female,Home and lifestyle,49.55,8,19.82,416.22,2022-10-01,Credit card,7.2
INV-00344,A,Naypyitaw,Member,Female,Sports and travel,65.16,3,9.77,205.25,2022-04-06,Credit card,9.0
INV-00345,A,Mandalay,Normal,Male,Health and beauty,94.88,4,18.98,398.5,2022-08-02,Credit card,6.8
INV-00346,A,Naypyitaw,Normal,Female,Health and beauty,31.66,8,12.66,265.94,2022-10-21,Credit card,5.7
INV-00347,B,Yangon,Normal,Male,Fashion accessories,20.94,1,1.05,21.99,2022-07-28,Cash,7.9
INV-00348,A,Yangon,Normal,Female,Sports and travel,27.77,6,8.33,174.95,2022-12-09,Cash,8.9
INV-00349,C,Yangon,Member,Male,Sports and travel,89.82,1,4.49,94.31,2022-03-29,Ewallet,4.4
INV-00350,C,Mandalay,Member,Male,Health and beauty,68.12,1,3.41,71.53,2022-11-02,Ewallet,8.7
INV-00351,A,Yangon,Normal,Female,Home and lifestyle,35.73,8,14.29,300.13,2022-09-21,Credit card,8.9
INV-00352,C,Mandalay,Member,Male,Food and beverages,83.44,4,16.69,350.45,2023-03-01,Cash,6.8
INV-00353,A,Yangon,Member,Female,Food and beverages,87.52,1,4.38,91.9,2023-01-25,Credit card,9.9
INV-00354,A,Yangon,Member,Female,Sports and travel,86.19,7,30.17,633.5,2022-11-21,Ewallet,8.7
INV-00355,C,Mandalay,Normal,Male,Food and beverages,92.7,5,23.18,486.68,2023-03-04,Ewallet,8.6
INV-00356,A,Mandalay,Member,Male,Health and beauty,32.7,5,8.18,171.68,2023-01-12,Credit card,8.5
INV-00357,C,Yangon,Normal,Female,Health and beauty,77.95,1,3.9,81.85,2022-11-16,Ewallet,4.9
INV-00358,B,Mandalay,Member,Male,Sports and travel,51.45,6,15.44,324.14,2022-06-06,Credit card,5.3
INV-00359,A,Yangon,Member,Male,Sports and travel,85.78,9,38.6,810.62,2022-06-05,Cash,6.8
INV-00360,B,Mandalay,Member,Male,Fashion accessories,75.56,9,34.0,714.04,2022-05-19,Credit card,5.6
INV-00361,C,Naypyitaw,Normal,Male,Sports and travel,79.88,8,31.95,670.99,2022-05-01,Cash,6.5
INV-00362,B,Naypyitaw,Member,Male,Home and lifestyle,69.05,5,17.26,362.51,2022-03-06,Cash,9.3
INV-00363,B,Naypyitaw,Normal,Female,Food and beverages,25.97,1,1.3,27.27,2022-04-17,Ewallet,8.9
INV-00364,C,Naypyitaw,Normal,Female,Sports and travel,59.05,9,26.57,558.02,2022-05-27,Ewallet,7.8
INV-00365,B,Naypyitaw,Normal,Male,Electronic accessories,98.62,1,4.93,103.55,2022-05-17,Ewallet,9.1
INV-00366,B,Yangon,Member,Male,Fashion accessories,94.36,8,37.74,792.62,2023-02-15,Credit card,8.7
INV-00367,C,Naypyitaw,Member,Male,Electronic accessories,13.89,5,3.47,72.92,2022-06-11,Credit card,6.6
INV-00368,B,Naypyitaw,Member,Female,Health and beauty,24.83,3,3.72,78.21,2023-03-04,Ewallet,5.2
INV-00369,C,Naypyitaw,Member,Male,Food and beverages,21.86,7,7.65,160.67,2023-03-28,Credit card,7.1
INV-00370,B,Naypyitaw,Normal,Female,Sports and travel,75.34,7,26.37,553.75,2022-04-10,Ewallet,8.4
INV-00371,C,Mandalay,Normal,Female,Electronic accessories,83.6,9,37.62,790.02,2022-12-04,Credit card,6.6
INV-00372,C,Yangon,Normal,Female,Food and beverages,29.22,7,10.23,214.77,2023-02-03,Cash,8.0
INV-00373,B,Naypyitaw,Member,Male,Health and beauty,55.53,3,8.33,174.92,2022-11-03,Cash,4.6
INV-00374,B,Naypyitaw,Normal,Female,Home and lifestyle,85.66,1,4.28,89.94,2022-05-21,Ewallet,8.5
INV-00375,B,Naypyitaw,Member,Male,Fashion accessories,75.95,8,30.38,637.98,2022-03-24,Credit card,8.9
INV-00376,A,Yangon,Normal,Female,Food and beverages,58.8,3,8.82,185.22,2022-06-26,Credit card,8.2
INV-00377,A,Mandalay,Member,Male,Food and beverages,63.13,8,25.25,530.29,2022-07-17,Cash,9.8
INV-00378,A,Yangon,Member,Female,Home and lifestyle,55.75,8,22.3,468.3,2022-04-22,Cash,9.0
INV-00379,C,Mandalay,Normal,Male,Food and beverages,36.78,5,9.2,193.1,2022-02-25,Ewallet,9.4
INV-00380,B,Naypyitaw,Normal,Female,Health and beauty,60.85,1,3.04,63.89,2023-04-05,Cash,9.6
INV-00381,C,Naypyitaw,Normal,Male,Health and beauty,72.0,7,25.2,529.2,2022-06-28,Ewallet,8.8
INV-00382,A,Yangon,Normal,Male,Home and lifestyle,88.6,5,22.15,465.15,2023-02-25,Cash,8.0
INV-00383,B,Yangon,Member,Male,Fashion accessories,67.27,8,26.91,565.07,2023-02-05,Cash,4.0
INV-00384,C,Mandalay,Normal,Male,Sports and travel,78.5,9,35.33,741.82,2022-07-05,Credit card,6.8
INV-00385,B,Mandalay,Normal,Female,Electronic accessories,24.41,7,8.54,179.41,2023-04-16,Cash,7.4
INV-00386,C,Yangon,Normal,Female,Sports and travel,51.54,7,18.04,378.82,2022-08-06,Cash,5.8
INV-00387,B,Mandalay,Member,Male,Food and beverages,10.84,1,0.54,11.38,2023-02-17,Ewallet,5.9
INV-00388,A,Yangon,Member,Female,Electronic accessories,32.2,4,6.44,135.24,2023-02-21,Cash,9.8
INV-00389,A,Mandalay,Normal,Male,Home and lifestyle,75.38,2,7.54,158.3,2022-11-12,Ewallet,9.4
INV-00390,B,Yangon,Member,Male,Home and lifestyle,99.26,2,9.93,208.45,2023-04-20,Cash,9.1
INV-00391,C,Yangon,Normal,Female,Fashion accessories,18.93,2,1.89,39.75,2022-08-05,Cash,6.4
INV-00392,A,Yangon,Member,Male,Electronic accessories,46.13,4,9.23,193.75,2022-04-30,Ewallet,4.1
INV-00393,A,Mandalay,Member,Male,Health and beauty,82.01,1,4.1,86.11,2023-03-15,Credit card,4.5
INV-00394,A,Mandalay,Member,Female,Electronic accessories,28.36,4,5.67,119.11,2023-01-29,Ewallet,5.9
INV-00395,B,Mandalay,Member,Male,Food and beverages,59.96,2,6.0,125.92,2022-06-24,Ewallet,4.1
INV-00396,B,Yangon,Normal,Male,Health and beauty,75.98,5,19.0,398.9,2022-01-23,Ewallet,4.1
INV-00397,C,Mandalay,Normal,Male,Home and lifestyle,65.44,3,9.82,206.14,2022-08-01,Credit card,9.5
INV-00398,C,Mandalay,Normal,Male,Electronic accessories,26.92,8,10.77,226.13,2023-02-09,Cash,8.2
INV-00399,C,Yangon,Member,Female,Sports and travel,41.98,4,8.4,176.32,2022-08-23,Ewallet,5.9
INV-00400,B,Naypyitaw,Normal,Female,Fashion accessories,80.54,1,4.03,84.57,2022-01-13,Ewallet,4.8
INV-00401,B,Yangon,Normal,Female,Sports and travel,59.88,1,2.99,62.87,2022-04-11,Credit card,7.1
INV-00402,C,Mandalay,Normal,Male,Fashion accessories,10.47,3,1.57,32.98,2023-02-21,Ewallet,4.0
INV-00403,C,Yangon,Member,Male,Food and beverages,78.49,9,35.32,741.73,2022-01-24,Cash,9.6
INV-00404,B,Naypyitaw,Member,Female,Sports and travel,13.18,7,4.61,96.87,2022-12-30,Credit card,6.5
INV-00405,C,Yangon,Member,Male,Electronic accessories,77.12,2,7.71,161.95,2022-01-11,Cash,6.4
INV-00406,A,Mandalay,Normal,Male,Electronic accessories,28.22,9,12.7,266.68,2022-09-30,Cash,6.3
INV-00407,B,Naypyitaw,Normal,Male,Sports and travel,96.23,2,9.62,202.08,2023-03-28,Credit card,4.4
INV-00408,C,Mandalay,Normal,Male,Electronic accessories,43.11,3,6.47,135.8,2023-03-07,Ewallet,7.8
INV-00409,B,Naypyitaw,Member,Female,Food and beverages,39.42,2,3.94,82.78,2022-10-08,Cash,8.4
INV-00410,A,Naypyitaw,Member,Female,Health and beauty,23.4,3,3.51,73.71,2022-04-04,Cash,8.1
INV-00411,B,Yangon,Normal,Female,Food and beverages,37.5,6,11.25,236.25,2022-07-20,Cash,4.8
INV-00412,B,Yangon,Member,Male,Fashion accessories,88.9,9,40.01,840.1,2022-01-21,Cash,7.5
INV-00413,B,Mandalay,Member,Female,Food and beverages,99.67,9,44.85,941.88,2022-12-06,Credit card,7.4
INV-00414,B,Yangon,Member,Female,Fashion accessories,43.15,7,15.1,317.15,2023-04-12,Credit card,9.2
INV-00415,A,Yangon,Member,Male,Electronic accessories,50.37,3,7.56,158.67,2022-07-30,Cash,6.3
INV-00416,B,Naypyitaw,Normal,Male,Health and beauty,74.99,4,15.0,314.96,2022-05-20,Ewallet,6.2
INV-00417,B,Yangon,Member,Female,Electronic accessories,89.76,6,26.93,565.49,2022-10-20,Cash,7.7
INV-00418,C,Naypyitaw,Member,Female,Home and lifestyle,63.37,5,15.84,332.69,2022-10-25,Ewallet,7.8
INV-00419,B,Naypyitaw,Member,Female,Electronic accessories,45.24,2,4.52,95.0,2023-02-05,Cash,6.8
INV-00420,C,Naypyitaw,Member,Female,Fashion accessories,47.14,6,14.14,296.98,2022-04-11,Ewallet,6.7
INV-00421,A,Mandalay,Normal,Male,Electronic accessories,72.61,3,10.89,228.72,2022-10-31,Cash,7.0
INV-00422,A,Mandalay,Normal,Female,Electronic accessories,10.29,8,4.12,86.44,2022-12-25,Ewallet,9.2
INV-00423,A,Mandalay,Member,Female,Health and beauty,65.76,2,6.58,138.1,2022-01-28,Cash,6.8
INV-00424,A,Naypyitaw,Member,Male,Electronic accessories,41.99,1,2.1,44.09,2022-02-10,Cash,9.6
INV-00425,C,Mandalay,Member,Female,Health and beauty,81.48,9,36.67,769.99,2022-12-21,Ewallet,7.0
INV-00426,B,Mandalay,Member,Male,Sports and travel,18.37,3,2.76,57.87,2022-10-30,Credit card,9.7
INV-00427,A,Yangon,Member,Male,Home and lifestyle,62.94,1,3.15,66.09,2023-05-11,Ewallet,9.0
INV-00428,B,Mandalay,Member,Male,Health and beauty,53.29,7,18.65,391.68,2022-05-26,Credit card,6.2
INV-00429,C,Mandalay,Normal,Female,Fashion accessories,67.81,5,16.95,356.0,2022-09-13,Cash,9.2
INV-00430,C,Naypyitaw,Member,Female,Sports and travel,15.84,5,3.96,83.16,2023-04-07,Ewallet,4.7
INV-00431,C,Naypyitaw,Normal,Male,Health and beauty,62.2,1,3.11,65.31,2022-08-15,Ewallet,9.6
INV-00432,A,Naypyitaw,Normal,Female,Health and beauty,60.53,9,27.24,572.01,2022-08-24,Ewallet,7.8
INV-00433,B,Naypyitaw,Member,Female,Home and lifestyle,60.46,7,21.16,444.38,2022-12-27,Credit card,4.3
INV-00434,B,Naypyitaw,Normal,Male,Fashion accessories,64.31,8,25.72,540.2,2023-01-15,Credit card,7.9
INV-00435,B,Naypyitaw,Normal,Male,Food and beverages,70.88,9,31.9,669.82,2023-03-31,Cash,9.8
INV-00436,C,Mandalay,Normal,Female,Food and beverages,82.45,6,24.74,519.44,2023-05-04,Credit card,4.4
INV-00437,A,Naypyitaw,Normal,Male,Health and beauty,34.28,5,8.57,179.97,2022-01-13,Credit card,7.3
INV-00438,C,Naypyitaw,Normal,Female,Electronic accessories,84.25,6,25.28,530.78,2022-07-29,Cash,8.5
INV-00439,C,Yangon,Normal,Female,Fashion accessories,54.84,2,5.48,115.16,2022-08-17,Ewallet,8.9
INV-00440,B,Mandalay,Member,Female,Sports and travel,16.94,4,3.39,71.15,2023-02-01,Ewallet,6.5
INV-00441,C,Mandalay,Normal,Female,Electronic accessories,15.27,3,2.29,48.1,2022-04-10,Cash,5.2
INV-00442,B,Mandalay,Normal,Male,Electronic accessories,40.08,7,14.03,294.59,2022-01-31,Ewallet,4.3
INV-00443,A,Naypyitaw,Normal,Male,Fashion accessories,80.64,9,36.29,762.05,2023-01-21,Credit card,7.5
INV-00444,B,Naypyitaw,Member,Male,Health and beauty,73.69,5,18.42,386.87,2022-01-16,Cash,6.7
INV-00445,A,Naypyitaw,Normal,Male,Health and beauty,80.98,6,24.29,510.17,2022-05-17,Cash,9.7
INV-00446,B,Yangon,Member,Female,Health and beauty,56.55,2,5.66,118.76,2022-11-25,Cash,4.4
INV-00447,C,Naypyitaw,Normal,Female,Health and beauty,49.62,3,7.44,156.3,2022-06-15,Ewallet,8.1
INV-00448,C,Yangon,Member,Male,Food and beverages,23.27,3,3.49,73.3,2023-04-04,Cash,4.1
INV-00449,A,Mandalay,Member,Female,Health and beauty,39.54,9,17.79,373.65,2022-11-06,Cash,5.0
INV-00450,A,Naypyitaw,Normal,Female,Food and beverages,49.06,7,17.17,360.59,2023-03-16,Cash,6.7
INV-00451,A,Yangon,Normal,Female,Food and beverages,17.97,8,7.19,150.95,2023-04-15,Ewallet,6.7
INV-00452,B,Yangon,Member,Male,Health and beauty,29.86,9,13.44,282.18,2023-04-26,Credit card,8.1
INV-00453,B,Naypyitaw,Normal,Male,Home and lifestyle,63.84,6,19.15,402.19,2022-04-10,Cash,9.5
INV-00454,A,Mandalay,Member,Male,Sports and travel,76.21,4,15.24,320.08,2022-04-19,Credit card,7.8
INV-00455,C,Mandalay,Member,Female,Electronic accessories,99.85,1,4.99,104.84,2022-12-09,Ewallet,9.7
INV-00456,B,Mandalay,Member,Male,Food and beverages,93.98,8,37.59,789.43,2022-06-22,Ewallet,9.3
INV-00457,B,Yangon,Member,Male,Fashion accessories,67.83,7,23.74,498.55,2022-08-25,Ewallet,7.5
INV-00458,B,Yangon,Member,Male,Fashion accessories,47.91,2,4.79,100.61,2022-06-11,Ewallet,9.0
INV-00459,A,Yangon,Normal,Male,Sports and travel,67.26,8,26.9,564.98,2023-01-28,Credit card,7.9
INV-00460,A,Yangon,Member,Male,Fashion accessories,80.71,5,20.18,423.73,2022-08-04,Cash,4.5
INV-00461,A,Mandalay,Member,Male,Home and lifestyle,20.65,7,7.23,151.78,2022-09-21,Ewallet,8.4
INV-00462,A,Naypyitaw,Normal,Female,Fashion accessories,46.89,4,9.38,196.94,2022-09-20,Ewallet,4.6
INV-00463,A,Yangon,Member,Female,Electronic accessories,85.58,5,21.4,449.3,2022-10-19,Credit card,7.6
INV-00464,C,Yangon,Normal,Male,Electronic accessories,44.54,8,17.82,374.14,2022-10-01,Credit card,8.2
INV-00465,C,Mandalay,Normal,Male,Food and beverages,61.47,1,3.07,64.54,2022-01-03,Ewallet,4.4
INV-00466,A,Naypyitaw,Normal,Female,Health and beauty,62.9,1,3.14,66.04,2022-01-28,Cash,5.4
INV-00467,B,Naypyitaw,Member,Female,Home and lifestyle,26.6,4,5.32,111.72,2022-11-22,Cash,9.5
INV-00468,A,Mandalay,Member,Male,Food and beverages,42.6,3,6.39,134.19,2023-05-07,Ewallet,7.7
INV-00469,C,Mandalay,Member,Male,Home and lifestyle,40.11,2,4.01,84.23,2023-03-04,Credit card,5.5
INV-00470,C,Naypyitaw,Normal,Male,Health and beauty,12.36,3,1.85,38.93,2022-05-29,Ewallet,8.1
INV-00471,B,Yangon,Member,Male,Fashion accessories,12.18,1,0.61,12.79,2022-01-28,Ewallet,7.6
INV-00472,C,Naypyitaw,Normal,Female,Fashion accessories,84.85,1,4.24,89.09,2023-05-03,Credit card,7.0
INV-00473,A,Mandalay,Member,Male,Health and beauty,34.58,6,10.37,217.85,2022-11-06,Ewallet,9.9
INV-00474,B,Yangon,Normal,Male,Food and beverages,56.63,5,14.16,297.31,2023-03-14,Ewallet,8.1
INV-00475,A,Yangon,Member,Male,Health and beauty,36.89,8,14.76,309.88,2022-03-06,Ewallet,6.3
